data_source,nid,file_path,Country,type_of_additional,Group,Site,Year,Prev,N
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Micheweni),2005,0.78,382
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Micheweni),2008,0,401
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mkoani),1996,5.5,37
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mkoani),2005,0.24,408
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mkoani),2008,0,399
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Changa),2005,0.51,391
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Changa),2008,0,197
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,2,TOTAL,USP KORBONGOU  ,2011,0,150
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,2,TOTAL,POPLYCLINIQUE ELAVAGNON,2011,1,100
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,2,TOTAL,HOPITAL ST LUC PAGALA  ,2011,2,150
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,2,TOTAL,PMI DAPAONG ,2011,2.3,300
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,2,TOTAL,BIANKOURI  ,2011,2.7,75
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,2,TOTAL,CMS KAMBOLI  ,2011,3,100
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,2,TOTAL,CMS KABOU  ,2011,3.9,129
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP VOKUTIME,2011,4,75
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,3,TOTAL,CHP ADIDO ANEHO ,2011,8,199
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP MISSION TOVE,2011,8.6,35
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP GAMELILI,2011,0,35
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,CMS SOEUR DE LA PROVIDENCE,2011,12.6,87
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP GBOTO VODOUPE,2011,2.9,35
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP AGBODRAFO,2011,7.1,99
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP AFANGNAN,2011,4,149
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP ATTITONGON,2011,0.7,150
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP DAGBATI,2011,1.4,74
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,HOPITAL ORDRE DE MALTE,2011,0,75
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,CMS MORETAN,2011,0,100
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,CMS KOLOWARE,2011,2,50
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP BAGO,2011,2,149
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP LANDA-POZANDA,2011,4,50
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,CMS DE HELOTA,2011,1.3,150
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP PANGOUDA,2011,2,50
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP ATALOTE,2011,0,50
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP DIMORI,2011,0,100
report,356774,J:\DATA\TGO\NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY\2011_2012\TGO_NATIONAL_HIV_SYPHILIS_SENTINEL_SURVEILLANCE_SURVEY_2011_2012_REP_FR_Y2017M12D21.PDF,TGO,1,TOTAL,USP KATINDI,2011,0,75
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Mbarara Hosp (%) (%)""",2006,17.5,639
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Hoima Hosp (%) (%)""",2006,15.2,316
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Nyakibaale Hosp (%) (%)""",2006,14.2,395
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Tororo Hosp (%) (%)""",2006,14.8,553
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Nsambya Hospital (%) (%)""",2006,13.6,993
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Lacor Hosp (%) (%)""",2006,12.4,1000
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Mbale Hosp (%) (%)""",2006,11.6,526
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Lira Hosp (%)""",2007,11.2,516
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Atitur Hosp (%) (%)""",2006,11.3,337
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Rubaga Hosp (%) (%)""",2006,11,310
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Mutolere Hosp (%) (%)""",2006,4.2,289
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Masindi Hosp (%) (%)""",2006,10,620
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,3,Rural,"""Kilembe Hosp (%) (%)""",2007,6.2,306
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Kiwoko Hosp (%) (%)""",2006,9.7,341
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Kagadi Hosp (%) (%)""",2006,8.9,406
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Aber Hosp (%) (%)""",2006,8.8,262
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Soroti Hosp (%) (%)""",2006,7.8,696
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Arua Hosp (%) (%)""",2006,7,732
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Urban,"""Jinja Hosp (%) (%)""",2006,6.4,661
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Lwala Hosp (%) (%)""",2006,6.4,405
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Nebbi Hosp (%) (%)""",2006,6.2,388
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Kilembe Hosp (%) (%)""",2006,5.1,312
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",2005,2.1,387
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",2006,7.9,479
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Pallisa Hosp (%) (%)""",2007,4.3,512
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Bwera Hosp (%) (%)""",2006,4,497
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Amolatat HV IV (%) (%)""",2007,8.5,389
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,3,Rural,"""Tororo Hosp (%) (%)""",2005,5.9,649
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,"""Moyo Hosp (%) (%)""",2006,3.9,181
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,3,Rural,"""Tororo Hosp (%) (%)""",2007,5.9,490
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,Kyangwali HC,2007,4.8,415
report,356783,J:\DATA\UGA\HIV_AIDS_SURVEILLANCE_REPORT\UGA_HIV_AIDS_SURVEILLANCE_REPORT_2005_2007_Y2017M12D21.PDF,UGA,2,Rural,Rwekubo HC,2007,5.6,142
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Adabraka (%),1999,2,501
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Agormanya (%),1999,8.2,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,1,,Amasaman,1999,2.6,460
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Assin Fosu (%),1999,2,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Bawku (%),1999,1.6,499
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Bolgatanga (%),1999,1.6,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Cape Coast (%),1999,3.2,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Rural,Eikwe (%),1999,4.8,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Ho  (%),1999,5.2,501
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Hohoe (%),1999,4.4,496
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Jirapa (%),1999,0.6,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Koforidua (%),1999,1,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,KorleBu (%),1999,2.2,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Kumasi (%),1999,4.9,423
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Mampong (%),1999,3.4,379
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Nalerigu (%),1999,0.6,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Sunyani (%),1999,2.8,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Takoradi (%),1999,4,501
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Tamale (%),1999,0.8,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Tema (%),1999,2.6,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,3,Urban,Wa (%),1999,2.2,500
report,356790,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\GhanaHIVAIDSANCSentiSurveillance.pdf,GHA,35,Urban,Wenchi (%),1999,3.2,500
report,356792,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,34,Urbain,  Sarh,1999,9.04,1128
report,356792,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,34,Urbain,Abéché,1999,5.23,172
report,356792,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,34,Urbain,Bol,1999,2.58,116
report,356792,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,34,Urbain,Bongor ,1999,3.87,464
report,356792,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,2,Urbain,Moundou,1999,10.45,421
report,356793,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,34,Urbain,  Sarh,2000,9.04,1128
report,356793,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,34,Urbain,Bol,2000,2.3,130
report,356793,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,34,Urbain,Bongor ,2000,3.84,468
report,356793,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\ChadHIVPrev.pdf,TCD,34,Urbain,Moundou,2000,11.11,90
report,356795,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\LesothoHIVAIDSSTISurveillance.pdf,LSO,3,Urban,Queen II (%),2000,42.2,500
report,356795,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\LesothoHIVAIDSSTISurveillance.pdf,LSO,4,Urban,Mafeteng (%),1996,34.8,300
